call_id,agent_id,timestamp,date,expected_emotion,emotion_code,intensity,actor_id,sentence,audio_file,local_path
call_2024-12-11_agent_02_042,agent_02,2024-12-11T09:52:00,2024-12-11,anger,ANG,HI,1042,IEO,call_2024-12-11_agent_02_042.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_02_042.wav
call_2024-12-12_agent_02_043,agent_02,2024-12-12T10:07:00,2024-12-12,anger,ANG,HI,1043,IEO,call_2024-12-12_agent_02_043.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_02_043.wav
call_2024-12-13_agent_02_044,agent_02,2024-12-13T12:35:00,2024-12-13,anger,ANG,HI,1044,IEO,call_2024-12-13_agent_02_044.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_02_044.wav
call_2024-12-14_agent_02_045,agent_02,2024-12-14T16:16:00,2024-12-14,anger,ANG,HI,1045,IEO,call_2024-12-14_agent_02_045.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_02_045.wav
call_2024-12-15_agent_02_046,agent_02,2024-12-15T14:42:00,2024-12-15,anger,ANG,HI,1046,IEO,call_2024-12-15_agent_02_046.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_02_046.wav
call_2024-12-16_agent_02_047,agent_02,2024-12-16T09:13:00,2024-12-16,anger,ANG,HI,1047,IEO,call_2024-12-16_agent_02_047.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_02_047.wav
call_2024-12-17_agent_02_048,agent_02,2024-12-17T11:01:00,2024-12-17,anger,ANG,HI,1048,IEO,call_2024-12-17_agent_02_048.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_02_048.wav
call_2024-12-18_agent_02_049,agent_02,2024-12-18T14:05:00,2024-12-18,anger,ANG,HI,1049,IEO,call_2024-12-18_agent_02_049.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_02_049.wav
call_2024-12-19_agent_02_050,agent_02,2024-12-19T13:47:00,2024-12-19,anger,ANG,HI,1050,IEO,call_2024-12-19_agent_02_050.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_02_050.wav
call_2024-12-10_agent_02_051,agent_02,2024-12-10T14:14:00,2024-12-10,anger,ANG,HI,1051,IEO,call_2024-12-10_agent_02_051.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_02_051.wav
call_2024-12-11_agent_02_052,agent_02,2024-12-11T10:25:00,2024-12-11,anger,ANG,HI,1052,IEO,call_2024-12-11_agent_02_052.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_02_052.wav
call_2024-12-12_agent_02_053,agent_02,2024-12-12T09:21:00,2024-12-12,anger,ANG,HI,1053,IEO,call_2024-12-12_agent_02_053.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_02_053.wav
call_2024-12-13_agent_02_054,agent_02,2024-12-13T12:27:00,2024-12-13,anger,ANG,HI,1054,IEO,call_2024-12-13_agent_02_054.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_02_054.wav
call_2024-12-14_agent_02_055,agent_02,2024-12-14T11:16:00,2024-12-14,anger,ANG,HI,1055,IEO,call_2024-12-14_agent_02_055.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_02_055.wav
call_2024-12-15_agent_02_056,agent_02,2024-12-15T14:19:00,2024-12-15,anger,ANG,HI,1056,IEO,call_2024-12-15_agent_02_056.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_02_056.wav
call_2024-12-16_agent_02_057,agent_02,2024-12-16T13:08:00,2024-12-16,anger,ANG,HI,1057,IEO,call_2024-12-16_agent_02_057.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_02_057.wav
call_2024-12-17_agent_02_058,agent_02,2024-12-17T16:06:00,2024-12-17,anger,ANG,HI,1058,IEO,call_2024-12-17_agent_02_058.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_02_058.wav
call_2024-12-18_agent_02_059,agent_02,2024-12-18T15:18:00,2024-12-18,anger,ANG,HI,1059,IEO,call_2024-12-18_agent_02_059.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_02_059.wav
call_2024-12-19_agent_02_060,agent_02,2024-12-19T12:25:00,2024-12-19,anger,ANG,HI,1060,IEO,call_2024-12-19_agent_02_060.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_02_060.wav
call_2024-12-10_agent_03_061,agent_03,2024-12-10T10:32:00,2024-12-10,anger,ANG,HI,1061,IEO,call_2024-12-10_agent_03_061.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_03_061.wav
call_2024-12-11_agent_03_062,agent_03,2024-12-11T16:12:00,2024-12-11,anger,ANG,HI,1062,IEO,call_2024-12-11_agent_03_062.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_03_062.wav
call_2024-12-12_agent_03_063,agent_03,2024-12-12T16:48:00,2024-12-12,anger,ANG,HI,1063,IEO,call_2024-12-12_agent_03_063.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_03_063.wav
call_2024-12-13_agent_03_064,agent_03,2024-12-13T15:12:00,2024-12-13,anger,ANG,HI,1064,IEO,call_2024-12-13_agent_03_064.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_03_064.wav
call_2024-12-14_agent_03_065,agent_03,2024-12-14T11:31:00,2024-12-14,anger,ANG,HI,1065,IEO,call_2024-12-14_agent_03_065.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_03_065.wav
call_2024-12-15_agent_03_066,agent_03,2024-12-15T15:25:00,2024-12-15,anger,ANG,HI,1066,IEO,call_2024-12-15_agent_03_066.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_03_066.wav
call_2024-12-16_agent_03_067,agent_03,2024-12-16T10:01:00,2024-12-16,anger,ANG,HI,1067,IEO,call_2024-12-16_agent_03_067.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_03_067.wav
call_2024-12-17_agent_03_068,agent_03,2024-12-17T11:42:00,2024-12-17,anger,ANG,HI,1068,IEO,call_2024-12-17_agent_03_068.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_03_068.wav
call_2024-12-18_agent_03_069,agent_03,2024-12-18T13:14:00,2024-12-18,anger,ANG,HI,1069,IEO,call_2024-12-18_agent_03_069.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_03_069.wav
call_2024-12-19_agent_03_070,agent_03,2024-12-19T15:43:00,2024-12-19,anger,ANG,HI,1070,IEO,call_2024-12-19_agent_03_070.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_03_070.wav
call_2024-12-10_agent_03_071,agent_03,2024-12-10T10:53:00,2024-12-10,anger,ANG,HI,1071,IEO,call_2024-12-10_agent_03_071.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_03_071.wav
call_2024-12-11_agent_03_072,agent_03,2024-12-11T15:15:00,2024-12-11,anger,ANG,HI,1072,IEO,call_2024-12-11_agent_03_072.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_03_072.wav
call_2024-12-12_agent_03_073,agent_03,2024-12-12T10:08:00,2024-12-12,anger,ANG,HI,1073,IEO,call_2024-12-12_agent_03_073.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_03_073.wav
call_2024-12-13_agent_03_074,agent_03,2024-12-13T12:53:00,2024-12-13,anger,ANG,HI,1074,IEO,call_2024-12-13_agent_03_074.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_03_074.wav
call_2024-12-14_agent_03_075,agent_03,2024-12-14T09:08:00,2024-12-14,anger,ANG,HI,1075,IEO,call_2024-12-14_agent_03_075.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_03_075.wav
call_2024-12-15_agent_03_076,agent_03,2024-12-15T14:21:00,2024-12-15,anger,ANG,HI,1076,IEO,call_2024-12-15_agent_03_076.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_03_076.wav
call_2024-12-16_agent_03_077,agent_03,2024-12-16T12:46:00,2024-12-16,anger,ANG,HI,1077,IEO,call_2024-12-16_agent_03_077.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_03_077.wav
call_2024-12-17_agent_03_078,agent_03,2024-12-17T09:53:00,2024-12-17,anger,ANG,HI,1078,IEO,call_2024-12-17_agent_03_078.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_03_078.wav
call_2024-12-18_agent_03_079,agent_03,2024-12-18T15:48:00,2024-12-18,anger,ANG,HI,1079,IEO,call_2024-12-18_agent_03_079.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_03_079.wav
call_2024-12-19_agent_03_080,agent_03,2024-12-19T09:09:00,2024-12-19,anger,ANG,HI,1080,IEO,call_2024-12-19_agent_03_080.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_03_080.wav
call_2024-12-10_agent_03_081,agent_03,2024-12-10T09:00:00,2024-12-10,anger,ANG,HI,1081,IEO,call_2024-12-10_agent_03_081.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_03_081.wav
call_2024-12-11_agent_03_082,agent_03,2024-12-11T13:57:00,2024-12-11,anger,ANG,HI,1082,IEO,call_2024-12-11_agent_03_082.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_03_082.wav
call_2024-12-12_agent_03_083,agent_03,2024-12-12T12:42:00,2024-12-12,anger,ANG,HI,1083,IEO,call_2024-12-12_agent_03_083.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_03_083.wav
call_2024-12-13_agent_03_084,agent_03,2024-12-13T16:03:00,2024-12-13,anger,ANG,HI,1084,IEO,call_2024-12-13_agent_03_084.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_03_084.wav
call_2024-12-14_agent_03_085,agent_03,2024-12-14T16:14:00,2024-12-14,anger,ANG,HI,1085,IEO,call_2024-12-14_agent_03_085.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_03_085.wav
call_2024-12-15_agent_03_086,agent_03,2024-12-15T10:06:00,2024-12-15,anger,ANG,HI,1086,IEO,call_2024-12-15_agent_03_086.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_03_086.wav
call_2024-12-16_agent_03_087,agent_03,2024-12-16T12:24:00,2024-12-16,anger,ANG,HI,1087,IEO,call_2024-12-16_agent_03_087.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_03_087.wav
call_2024-12-17_agent_03_088,agent_03,2024-12-17T16:18:00,2024-12-17,anger,ANG,HI,1088,IEO,call_2024-12-17_agent_03_088.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_03_088.wav
call_2024-12-18_agent_03_089,agent_03,2024-12-18T14:15:00,2024-12-18,anger,ANG,HI,1089,IEO,call_2024-12-18_agent_03_089.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_03_089.wav
call_2024-12-19_agent_03_090,agent_03,2024-12-19T13:46:00,2024-12-19,anger,ANG,HI,1090,IEO,call_2024-12-19_agent_03_090.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_03_090.wav
call_2024-12-10_agent_03_091,agent_03,2024-12-10T13:07:00,2024-12-10,anger,ANG,HI,1091,IEO,call_2024-12-10_agent_03_091.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_03_091.wav
call_2024-12-11_agent_01_092,agent_01,2024-12-11T10:35:00,2024-12-11,anger,ANG,MD,1001,IEO,call_2024-12-11_agent_01_092.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_01_092.wav
call_2024-12-12_agent_01_093,agent_01,2024-12-12T14:30:00,2024-12-12,anger,ANG,MD,1002,IEO,call_2024-12-12_agent_01_093.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_01_093.wav
call_2024-12-13_agent_01_094,agent_01,2024-12-13T15:11:00,2024-12-13,anger,ANG,MD,1003,IEO,call_2024-12-13_agent_01_094.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_01_094.wav
call_2024-12-14_agent_01_095,agent_01,2024-12-14T13:51:00,2024-12-14,anger,ANG,MD,1004,IEO,call_2024-12-14_agent_01_095.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_01_095.wav
call_2024-12-15_agent_01_096,agent_01,2024-12-15T09:15:00,2024-12-15,anger,ANG,MD,1005,IEO,call_2024-12-15_agent_01_096.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_01_096.wav
call_2024-12-16_agent_01_097,agent_01,2024-12-16T16:59:00,2024-12-16,anger,ANG,MD,1006,IEO,call_2024-12-16_agent_01_097.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_01_097.wav
call_2024-12-17_agent_01_098,agent_01,2024-12-17T13:46:00,2024-12-17,anger,ANG,MD,1007,IEO,call_2024-12-17_agent_01_098.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_01_098.wav
call_2024-12-18_agent_01_099,agent_01,2024-12-18T12:57:00,2024-12-18,anger,ANG,MD,1008,IEO,call_2024-12-18_agent_01_099.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_01_099.wav
call_2024-12-19_agent_01_100,agent_01,2024-12-19T13:25:00,2024-12-19,anger,ANG,MD,1009,IEO,call_2024-12-19_agent_01_100.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_01_100.wav
call_2024-12-10_agent_01_101,agent_01,2024-12-10T13:40:00,2024-12-10,anger,ANG,MD,1010,IEO,call_2024-12-10_agent_01_101.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_01_101.wav
call_2024-12-11_agent_01_102,agent_01,2024-12-11T10:53:00,2024-12-11,anger,ANG,MD,1011,IEO,call_2024-12-11_agent_01_102.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_01_102.wav
call_2024-12-12_agent_01_103,agent_01,2024-12-12T13:15:00,2024-12-12,anger,ANG,MD,1012,IEO,call_2024-12-12_agent_01_103.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_01_103.wav
call_2024-12-13_agent_01_104,agent_01,2024-12-13T13:34:00,2024-12-13,anger,ANG,MD,1013,IEO,call_2024-12-13_agent_01_104.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_01_104.wav
call_2024-12-14_agent_01_105,agent_01,2024-12-14T11:39:00,2024-12-14,anger,ANG,MD,1014,IEO,call_2024-12-14_agent_01_105.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_01_105.wav
call_2024-12-15_agent_01_106,agent_01,2024-12-15T11:10:00,2024-12-15,anger,ANG,MD,1015,IEO,call_2024-12-15_agent_01_106.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_01_106.wav
call_2024-12-16_agent_01_107,agent_01,2024-12-16T10:30:00,2024-12-16,anger,ANG,MD,1016,IEO,call_2024-12-16_agent_01_107.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_01_107.wav
call_2024-12-17_agent_01_108,agent_01,2024-12-17T11:58:00,2024-12-17,anger,ANG,MD,1017,IEO,call_2024-12-17_agent_01_108.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_01_108.wav
call_2024-12-18_agent_01_109,agent_01,2024-12-18T11:29:00,2024-12-18,anger,ANG,MD,1018,IEO,call_2024-12-18_agent_01_109.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_01_109.wav
call_2024-12-19_agent_01_110,agent_01,2024-12-19T12:32:00,2024-12-19,anger,ANG,MD,1019,IEO,call_2024-12-19_agent_01_110.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_01_110.wav
call_2024-12-10_agent_01_111,agent_01,2024-12-10T13:56:00,2024-12-10,anger,ANG,MD,1020,IEO,call_2024-12-10_agent_01_111.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_01_111.wav
call_2024-12-11_agent_01_112,agent_01,2024-12-11T10:00:00,2024-12-11,anger,ANG,MD,1021,IEO,call_2024-12-11_agent_01_112.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_01_112.wav
call_2024-12-12_agent_01_113,agent_01,2024-12-12T12:21:00,2024-12-12,anger,ANG,MD,1022,IEO,call_2024-12-12_agent_01_113.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_01_113.wav
call_2024-12-13_agent_01_114,agent_01,2024-12-13T12:30:00,2024-12-13,anger,ANG,MD,1023,IEO,call_2024-12-13_agent_01_114.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_01_114.wav
call_2024-12-14_agent_01_115,agent_01,2024-12-14T09:18:00,2024-12-14,anger,ANG,MD,1024,IEO,call_2024-12-14_agent_01_115.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_01_115.wav
call_2024-12-15_agent_01_116,agent_01,2024-12-15T13:09:00,2024-12-15,anger,ANG,MD,1025,IEO,call_2024-12-15_agent_01_116.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_01_116.wav
call_2024-12-16_agent_01_117,agent_01,2024-12-16T15:19:00,2024-12-16,anger,ANG,MD,1026,IEO,call_2024-12-16_agent_01_117.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_01_117.wav
call_2024-12-17_agent_01_118,agent_01,2024-12-17T15:10:00,2024-12-17,anger,ANG,MD,1027,IEO,call_2024-12-17_agent_01_118.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_01_118.wav
call_2024-12-18_agent_01_119,agent_01,2024-12-18T11:39:00,2024-12-18,anger,ANG,MD,1028,IEO,call_2024-12-18_agent_01_119.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_01_119.wav
call_2024-12-19_agent_01_120,agent_01,2024-12-19T13:53:00,2024-12-19,anger,ANG,MD,1029,IEO,call_2024-12-19_agent_01_120.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_01_120.wav
call_2024-12-10_agent_01_121,agent_01,2024-12-10T10:50:00,2024-12-10,anger,ANG,MD,1030,IEO,call_2024-12-10_agent_01_121.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_01_121.wav
